,click_status,AMP_timestamp,query_term,IP_address,user_agent,cost_per_click,conversions,country,city,devices,date,hour,query_term_list,len_query_term_list,ip_clicks_status
431,1,29/01/15 11:17,"[""pediatric job"",""F Craigslist"",""online job""]",173.15.214.90,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.93 Safari/537.36",0.22,0,United States,Rome,Windows,29/01/1,11,"['pediatric job', 'F Craigslist', 'online job']",3,0
432,1,29/01/15 11:17,"[""Accurate Download""]",95.170.224.250,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.93 Safari/537.36",0.17,0,Slovakia,Smizany,Windows,29/01/1,11,['Accurate Download'],1,0
433,0,29/01/15 11:17,"[""disk""]",105.95.10.240,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,0.17,0,Egypt,Unknown,Windows,29/01/1,11,['disk'],1,0
434,1,29/01/15 11:18,"[""Matchure Filmes""]",71.98.224.142,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/38.0.2125.111 Safari/537.36",0.17,0,United States,Tampa,Windows,29/01/1,11,['Matchure Filmes'],1,1
435,1,29/01/15 11:18,"[""michael kors"",""michael michael kors""]",2.115.44.95,Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; TNJB; rv:11.0) like Gecko,0.28,0,Italy,Unknown,Windows,29/01/1,11,"['michael kors', 'michael michael kors']",2,1
436,1,29/01/15 11:18,"[""youtube brasil"",""youtube filme"",""youtube news"",""youtube to mp3"",""youtube world news""]",199.40.109.160,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36",0.17,0,Czech Republic,Prague,Windows,29/01/1,11,"['youtube brasil', 'youtube filme', 'youtube news', 'youtube to mp3', 'youtube world news']",5,0
437,1,29/01/15 11:18,"[""Ebenk789""]",5.244.195.201,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.93 Safari/537.36",0.17,0,Saudi Arabia,Unknown,Windows,29/01/1,11,['Ebenk789'],1,0
438,0,29/01/15 11:18,"[""blog"",""google"",""google downs""]",81.205.185.30,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.94 Safari/537.36",0.17,0,Netherlands,Huissen,Windows,29/01/1,11,"['blog', 'google', 'google downs']",3,0
439,0,29/01/15 11:18,"[""Manchester Grand Hyatt""]",222.221.73.185,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0),0.33,0,China,Kunming,compatible,29/01/1,11,['Manchester Grand Hyatt'],1,1
440,1,29/01/15 11:18,"[""search"",""goolg"",""m google""]",73.81.152.108,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.124 Safari/537.36",0.17,0,United States,Philadelphia,Windows,29/01/1,11,"['search', 'goolg', 'm google']",3,0
441,1,29/01/15 11:18,"[""Lol Counter""]",81.251.20.61,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.93 Safari/537.36",0.17,0,France,Unknown,Windows,29/01/1,11,['Lol Counter'],1,0
442,1,29/01/15 11:18,"[""Matchure Filmes""]",71.98.224.142,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/38.0.2125.111 Safari/537.36",0.17,0,United States,Tampa,Windows,29/01/1,11,['Matchure Filmes'],1,1
443,1,29/01/15 11:18,"[""Lala Lala Lala Lala Lala Lala Lala Lala Lalala""]",84.6.227.86,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.94 Safari/537.36",0.17,0,France,Unknown,Windows,29/01/1,11,['Lala Lala Lala Lala Lala Lala Lala Lala Lalala'],1,1
444,1,29/01/15 11:18,"[""youtube brasil"",""youtube filme"",""youtube news"",""youtube to mp3"",""youtube world news""]",6.102.68.83,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/38.0.2125.122 Safari/537.36",0.17,0,United States,Fort Huachuca,Windows,29/01/1,11,"['youtube brasil', 'youtube filme', 'youtube news', 'youtube to mp3', 'youtube world news']",5,0
445,1,29/01/15 11:18,"[""youtube"",""youtuby"",""Listen on Repeat""]",242.196.171.102,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:35.0) Gecko/20100101 Firefox/35.0,0.17,0,Unknown,Unknown,Windows,29/01/1,11,"['youtube', 'youtuby', 'Listen on Repeat']",3,0
446,1,29/01/15 11:18,"[""Man Plus""]",208.121.108.154,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.93 Safari/537.36",0.17,0,United States,San Francisco,Windows,29/01/1,11,['Man Plus'],1,0
447,1,29/01/15 11:18,"[""anime"",""free anime""]",95.112.16.250,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",0.17,0,Germany,Bietigheim-bissingen,Windows,29/01/1,11,"['anime', 'free anime']",2,0
448,1,29/01/15 11:18,"[""pediatric job"",""F Craigslist"",""online job""]",222.23.38.179,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,0.22,0,China,Lanzhou,Windows,29/01/1,11,"['pediatric job', 'F Craigslist', 'online job']",3,0
449,1,29/01/15 11:18,"[""Matchure Filmes""]",71.98.224.142,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/38.0.2125.111 Safari/537.36",0.17,0,United States,Tampa,Windows,29/01/1,11,['Matchure Filmes'],1,1
450,1,29/01/15 11:18,"[""youtube"",""youtuby"",""Listen on Repeat""]",199.138.198.167,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.2),0.17,0,United States,Fort Collins,compatible,29/01/1,11,"['youtube', 'youtuby', 'Listen on Repeat']",3,0
451,1,29/01/15 11:18,"[""Lala Lala Lala Lala Lala Lala Lala Lala Lalala""]",84.6.227.86,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.94 Safari/537.36",0.17,0,France,Unknown,Windows,29/01/1,11,['Lala Lala Lala Lala Lala Lala Lala Lala Lalala'],1,1
452,1,29/01/15 11:18,"[""blog"",""google"",""Goo QL""]",80.114.146.120,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.93 Safari/537.36",0.17,0,Netherlands,Leiden,Windows,29/01/1,11,"['blog', 'google', 'Goo QL']",3,0
453,0,29/01/15 11:18,"[""Matchure Filmes""]",71.98.224.142,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/38.0.2125.111 Safari/537.36",0.17,0,United States,Tampa,Windows,29/01/1,11,['Matchure Filmes'],1,1
454,0,29/01/15 11:18,"[""Matchure Filmes""]",71.98.224.142,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/38.0.2125.111 Safari/537.36",0.17,0,United States,Tampa,Windows,29/01/1,11,['Matchure Filmes'],1,1
455,1,29/01/15 11:18,"[""job search"",""job listings"",""jobs""]",46.173.104.100,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.93 Safari/537.36",0.2,0,Ukraine,Chervonograd,Windows,29/01/1,11,"['job search', 'job listings', 'jobs']",3,0
456,1,29/01/15 11:18,"[""Lala Lala Lala Lala Lala Lala Lala Lala Lalala""]",84.6.227.86,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.94 Safari/537.36",0.17,0,France,Unknown,Windows,29/01/1,11,['Lala Lala Lala Lala Lala Lala Lala Lala Lalala'],1,1
457,1,29/01/15 11:18,"[""Naver""]",15.31.23.246,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,0.17,0,United States,Palo Alto,Windows,29/01/1,11,['Naver'],1,0
458,1,29/01/15 11:18,"[""online shopping""]",218.248.234.63,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; msn OptimizedIE8;ZHCN),0.17,0,India,Bangalore,compatible,29/01/1,11,['online shopping'],1,0
459,1,29/01/15 11:18,"[""Kitchen Stuff Plus""]",249.142.230.131,Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; Touch; rv:11.0) like Gecko,0.2,0,Unknown,Unknown,Windows,29/01/1,11,['Kitchen Stuff Plus'],1,0
460,1,29/01/15 11:18,"[""drama load"",""Joo Video"",""ihgmerlin""]",69.14.168.231,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; NP02; rv:11.0) like Gecko,0.17,0,United States,Livonia,Windows,29/01/1,11,"['drama load', 'Joo Video', 'ihgmerlin']",3,1
461,1,29/01/15 11:18,"[""Fileave"",""ihgmerlin"",""revistamundo4x4""]",71.154.91.167,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.93 Safari/537.36",0.17,0,United States,Unknown,Windows,29/01/1,11,"['Fileave', 'ihgmerlin', 'revistamundo4x4']",3,0
462,1,29/01/15 11:18,"[""facebook"",""faceboock"",""friends search""]",204.242.168.209,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0,0.17,0,United States,Unknown,X,29/01/1,11,"['facebook', 'faceboock', 'friends search']",3,0
463,1,29/01/15 11:18,"[""apricot complex""]",16.174.90.129,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.93 Safari/537.36",0.17,0,United States,Palo Alto,Windows,29/01/1,11,['apricot complex'],1,0
464,1,29/01/15 11:18,"[""O KRU""]",4.31.108.118,Mozilla/5.0 (Windows NT 5.1; rv:32.0) Gecko/20100101 Firefox/32.0,0.17,0,United States,Unknown,Windows,29/01/1,11,['O KRU'],1,0
465,1,29/01/15 11:18,"[""pediatric job"",""Craigslist ORG"",""best job""]",217.138.193.151,"Mozilla/5.0 (iPad; CPU OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12B440 Safari/600.1.4",0.22,1,United Kingdom,Unknown,iPad,29/01/1,11,"['pediatric job', 'Craigslist ORG', 'best job']",3,0
466,0,29/01/15 11:18,"[""deactivate"",""kacebook"",""faceboock""]",105.89.250.239,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0),0.17,0,Egypt,Unknown,compatible,29/01/1,11,"['deactivate', 'kacebook', 'faceboock']",3,1
467,0,29/01/15 11:18,"[""rediffmail"",""rediff"",""rediff cricket""]",12.252.28.104,Mozilla/5.0 (Windows NT 5.1; rv:35.0) Gecko/20100101 Firefox/35.0,0.17,0,United States,Port Allen,Windows,29/01/1,11,"['rediffmail', 'rediff', 'rediff cricket']",3,1
468,1,29/01/15 11:18,"[""Naruto Bleach Lover""]",19.54.236.38,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:34.0) Gecko/20100101 Firefox/34.0,0.17,0,United States,Dearborn,X,29/01/1,11,['Naruto Bleach Lover'],1,0
469,0,29/01/15 11:18,"[""drama load"",""Joo Video""]",69.14.168.231,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; NP02; rv:11.0) like Gecko,0.17,0,United States,Livonia,Windows,29/01/1,11,"['drama load', 'Joo Video']",2,1
470,1,29/01/15 11:18,"[""meet girls"",""dating girls""]",177.41.13.46,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0),0.17,0,Brazil,Recife,compatible,29/01/1,11,"['meet girls', 'dating girls']",2,0
471,1,29/01/15 11:18,"[""Lol Counter"",""league of legends"",""league""]",6.101.170.100,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.93 Safari/537.36",0.17,0,United States,Fort Huachuca,Windows,29/01/1,11,"['Lol Counter', 'league of legends', 'league']",3,0
472,0,29/01/15 11:19,"[""deactivate"",""kacebook"",""faceboock""]",105.89.250.239,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0),0.17,0,Egypt,Unknown,compatible,29/01/1,11,"['deactivate', 'kacebook', 'faceboock']",3,1
473,1,29/01/15 11:19,"[""facebook"",""fecabook"",""kacebook""]",186.222.106.175,Mozilla/5.0 (Windows NT 6.1; rv:36.0) Gecko/20100101 Firefox/36.0,0.17,0,Brazil,Bento Goncalves,Windows,29/01/1,11,"['facebook', 'fecabook', 'kacebook']",3,0
474,0,29/01/15 11:19,"[""Matchure Filmes""]",71.98.224.142,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/38.0.2125.111 Safari/537.36",0.17,0,United States,Tampa,Windows,29/01/1,11,['Matchure Filmes'],1,1
475,0,29/01/15 11:19,"[""Nyanko Seek""]",18.237.12.174,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,0.17,0,United States,Boardman,Windows,29/01/1,11,['Nyanko Seek'],1,0
476,1,29/01/15 11:19,"[""U Huy""]",96.215.11.240,Mozilla/5.0 (Windows NT 5.1; rv:33.0) Gecko/20100101 Firefox/33.0,0.17,0,United States,Unknown,Windows,29/01/1,11,['U Huy'],1,0
477,1,29/01/15 11:19,"[""t mobile com"",""t mobile cell phone family plans"",""t mobile cell phone plans""]",250.153.241.56,"Mozilla/5.0 (Linux; U; Android 4.4.3; en-us; KFTHWI Build/KTU84M) AppleWebKit/537.36 (KHTML, like Gecko) Silk/3.41 like Chrome/37.0.2026.117 Safari/537.36",0.44,0,Unknown,Unknown,Linux,29/01/1,11,"['t mobile com', 't mobile cell phone family plans', 't mobile cell phone plans']",3,0
478,1,29/01/15 11:19,"[""search"",""goolg"",""google ps""]",97.90.64.65,Mozilla/5.0 (Windows NT 5.1; rv:36.0) Gecko/20100101 Firefox/36.0,0.17,0,United States,Pasco,Windows,29/01/1,11,"['search', 'goolg', 'google ps']",3,0
479,1,29/01/15 11:19,"[""facebook"",""faceboock"",""Kacebook.com""]",204.229.204.4,Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0,0.17,0,United States,Tempe,Windows,29/01/1,11,"['facebook', 'faceboock', 'Kacebook.com']",3,0
480,0,29/01/15 11:19,"[""world steroid""]",104.248.134.91,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,0.17,0,United States,Wilmington,Windows,29/01/1,11,['world steroid'],1,0
481,1,29/01/15 11:19,"[""performance parts"",""auto body parts"",""engine parts""]",204.244.124.149,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; SLCC1; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; .NET4.0C; .NET4.0E),0.17,0,Canada,Halifax,compatible,29/01/1,11,"['performance parts', 'auto body parts', 'engine parts']",3,0
482,0,29/01/15 11:19,"[""File Hippo""]",238.98.118.24,Mozilla/5.0 (Windows NT 6.1; Trident/7.0; rv:11.0) like Gecko,0.17,0,Unknown,Unknown,Windows,29/01/1,11,['File Hippo'],1,0
483,1,29/01/15 11:19,"[""people locator""]",11.98.52.186,Mozilla/5.0 (Windows NT 6.1; Win64; x64; Trident/7.0; MALC; rv:11.0) like Gecko,0.17,0,United States,Unknown,Windows,29/01/1,11,['people locator'],1,1
484,0,29/01/15 11:19,"[""Matchure Filmes""]",71.98.224.142,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/38.0.2125.111 Safari/537.36",0.17,0,United States,Tampa,Windows,29/01/1,11,['Matchure Filmes'],1,1
485,1,29/01/15 11:19,"[""Addons Chrome""]",84.155.125.145,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.93 Safari/537.36",0.17,0,Germany,Unknown,Windows,29/01/1,11,['Addons Chrome'],1,0
486,1,29/01/15 11:19,"[""Byethost""]",76.80.82.210,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.2; WOW64; Trident/7.0; .NET4.0E; .NET4.0C; InfoPath.3; .NET CLR 3.5.30729; .NET CLR 2.0.50727; .NET CLR 3.0.30729),0.17,0,United States,Santa Monica,compatible,29/01/1,11,['Byethost'],1,1
487,1,29/01/15 11:19,"[""Sm""]",115.34.201.166,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36",0.17,0,China,Beijing,Windows,29/01/1,11,['Sm'],1,0
488,1,29/01/15 11:19,"[""vuxinh"",""savevid""]",91.158.170.7,Mozilla/5.0 (Windows NT 6.2; rv:33.0) Gecko/20100101 Firefox/33.0,0.17,0,Finland,Hämeenlinna,Windows,29/01/1,11,"['vuxinh', 'savevid']",2,0
489,1,29/01/15 11:19,"[""home and garden stores"",""garden gates""]",15.56.95.253,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.94 Safari/537.36",0.17,0,United States,Palo Alto,Macintosh,29/01/1,11,"['home and garden stores', 'garden gates']",2,0
490,1,29/01/15 11:19,"[""General File""]",15.84.156.47,Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; MASMJS; rv:11.0) like Gecko,0.17,0,United States,Palo Alto,Windows,29/01/1,11,['General File'],1,0
491,1,29/01/15 11:19,"[""island""]",191.83.190.28,Mozilla/5.0 (Windows NT 6.2; rv:35.0) Gecko/20100101 Firefox/35.0,0.17,0,Argentina,San Miguel,Windows,29/01/1,11,['island'],1,0
492,1,29/01/15 11:19,"[""Free Minecraft""]",4.160.153.73,Mozilla/5.0 (Windows NT 6.1; Trident/7.0; rv:11.0) like Gecko,0.17,0,United States,Unknown,Windows,29/01/1,11,['Free Minecraft'],1,0
493,1,29/01/15 11:19,"[""boost mobile"",""boost mobile account""]",66.162.74.12,Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; rv:11.0) like Gecko,1.23,0,United States,Columbus,Windows,29/01/1,11,"['boost mobile', 'boost mobile account']",2,0
494,1,29/01/15 11:19,"[""performance parts"",""auto body parts"",""engine part""]",204.244.135.40,Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/4.0; SLCC1; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; .NET4.0C; .NET4.0E),0.17,0,Canada,Abbotsford,compatible,29/01/1,11,"['performance parts', 'auto body parts', 'engine part']",3,0
495,1,29/01/15 11:19,"[""fashion online"",""shoe fashion"",""fashion shoes"",""fashion"",""robes""]",174.108.219.96,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.65 Safari/537.36 OPR/26.0.1656.32 (Edition Yx)",0.19,0,United States,Unknown,Windows,29/01/1,11,"['fashion online', 'shoe fashion', 'fashion shoes', 'fashion', 'robes']",5,0
496,1,29/01/15 11:19,"[""Cigo""]",155.184.254.18,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.124 Safari/537.36",0.17,0,United States,Basking Ridge,Windows,29/01/1,11,['Cigo'],1,0
497,1,29/01/15 11:20,"[""Byethost""]",13.48.166.193,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.2; WOW64; Trident/7.0; .NET4.0E; .NET4.0C; .NET CLR 3.5.30729; .NET CLR 2.0.50727; .NET CLR 3.0.30729; Tablet PC 2.0),0.17,0,United States,Norwalk,compatible,29/01/1,11,['Byethost'],1,1
498,1,29/01/15 11:20,"[""live cricket"",""Cricket Buzz"",""Star Cricket""]",104.106.184.216,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36 OPR/26.0.1656.60 (Edition Campaign 23)",0.17,0,United States,Cambridge,Windows,29/01/1,11,"['live cricket', 'Cricket Buzz', 'Star Cricket']",3,0
499,1,29/01/15 11:20,"[""disk""]",189.6.105.7,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.93 Safari/537.36",0.17,0,Brazil,Brasilia,Windows,29/01/1,11,['disk'],1,0
500,1,29/01/15 11:20,"[""google justfabulousshoes com"",""www google com""]",73.174.120.15,Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; rv:11.0) like Gecko,0.17,0,United States,Pittsburgh,Windows,29/01/1,11,"['google justfabulousshoes com', 'www google com']",2,0
501,1,29/01/15 11:20,"[""Byethost""]",189.202.206.242,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/7.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.2; .NET4.0C; .NET4.0E),0.17,0,Mexico,Mexico,compatible,29/01/1,11,['Byethost'],1,1
502,1,29/01/15 11:20,"[""twitter"",""just do follow""]",69.86.4.86,Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; rv:11.0) like Gecko,0.17,0,United States,New York,Windows,29/01/1,11,"['twitter', 'just do follow']",2,0
503,0,29/01/15 11:20,"[""Free Torrent"",""Utorrent"",""torrent""]",76.115.68.76,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0),0.17,0,United States,Battle Ground,compatible,29/01/1,11,"['Free Torrent', 'Utorrent', 'torrent']",3,0
504,1,29/01/15 11:20,"[""new homepage"",""google"",""news google""]",74.142.232.207,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2288.6 Safari/537.36",0.17,0,United States,Prospect,Windows,29/01/1,11,"['new homepage', 'google', 'news google']",3,0
505,1,29/01/15 11:20,"[""macy gifts"",""wrangler egift card"",""send gifts""]",223.102.252.23,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.93 Safari/537.36",0.52,0,China,Shenyang,Windows,29/01/1,11,"['macy gifts', 'wrangler egift card', 'send gifts']",3,0
506,0,29/01/15 11:20,"[""Trans Doc""]",80.45.211.30,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; .NET4.0C; InfoPath.2),0.17,0,United Kingdom,Raynes Park,compatible,29/01/1,11,['Trans Doc'],1,0
507,1,29/01/15 11:20,"[""caribbean cruises"",""carnival line cruise"",""carnival cruises official site""]",249.2.148.245,Mozilla/5.0 (Windows NT 5.1; rv:35.0) Gecko/20100101 Firefox/35.0,0.25,0,Unknown,Unknown,Windows,29/01/1,11,"['caribbean cruises', 'carnival line cruise', 'carnival cruises official site']",3,0
508,1,29/01/15 11:20,"[""sprint wireless"",""sprint"",""sprint wireless phones"",""cell phone"",""smartphone"",""phones review""]",60.31.33.238,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_2) AppleWebKit/600.3.18 (KHTML, like Gecko) Version/8.0.3 Safari/600.3.18",2.78,0,China,Baotou,Macintosh,29/01/1,11,"['sprint wireless', 'sprint', 'sprint wireless phones', 'cell phone', 'smartphone', 'phones review']",6,0
509,0,29/01/15 11:20,"[""Player 4k""]",80.138.146.146,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.93 Safari/537.36",0.17,0,Germany,Warburg,Windows,29/01/1,11,['Player 4k'],1,0
510,1,29/01/15 11:20,"[""disk""]",19.71.101.179,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; InfoPath.2; .NET4.0C; .NET4.0E; EzRun1.0.0.3),0.17,0,United States,Dearborn,compatible,29/01/1,11,['disk'],1,1
511,1,29/01/15 11:20,"[""A Bizarre Club""]",91.190.177.184,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.146 Safari/537.36",0.17,0,Russian Federation,Pyatigorsk,Windows,29/01/1,11,['A Bizarre Club'],1,0
512,1,29/01/15 11:20,"[""pediatric job"",""Craigslist ORG"",""F Craigslist""]",226.154.249.197,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.94 Safari/537.36",0.22,0,Unknown,Unknown,Macintosh,29/01/1,11,"['pediatric job', 'Craigslist ORG', 'F Craigslist']",3,0
513,1,29/01/15 11:20,"[""performance parts"",""auto body parts"",""volvo parts""]",204.215.228.106,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; SLCC1; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; .NET4.0C; .NET4.0E; 360SE),0.17,0,United States,Unknown,compatible,29/01/1,11,"['performance parts', 'auto body parts', 'volvo parts']",3,0
514,1,29/01/15 11:20,"[""computer speed test free"",""pc speed test"",""test computer speed"",""test my pc speed""]",76.243.244.120,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.94 Safari/537.36",0.17,0,United States,Unknown,Windows,29/01/1,11,"['computer speed test free', 'pc speed test', 'test computer speed', 'test my pc speed']",4,0
515,0,29/01/15 11:20,"[""search"",""goolg"",""k google""]",13.244.140.183,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.94 Safari/537.36",0.17,0,United States,Norwalk,Windows,29/01/1,11,"['search', 'goolg', 'k google']",3,1
516,1,29/01/15 11:20,"[""jcpennies"",""swimwear"",""macy inc""]",248.128.200.188,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:34.0) Gecko/20100101 Firefox/34.0,0.51,0,Unknown,Unknown,Windows,29/01/1,11,"['jcpennies', 'swimwear', 'macy inc']",3,0
517,1,29/01/15 11:20,"[""Crackberry""]",186.225.253.251,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.93 Safari/537.36",0.17,0,Brazil,Canelinha,Windows,29/01/1,11,['Crackberry'],1,0
518,1,29/01/15 11:20,"[""Free Minecraft""]",71.79.141.55,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.120 Safari/537.36",0.17,0,United States,Cleveland,Windows,29/01/1,11,['Free Minecraft'],1,0
