click_status,AMP_timestamp,Query Term ,IP Address,User Agent,Cost Per Click ,Conversions,country,city
1,29/01/15 11:20,"[""Byethost""]",189.202.206.242,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/7.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.2; .NET4.0C; .NET4.0E),$ .17,0,Mexico,Mexico
1,29/01/15 11:20,"[""twitter"",""just do follow""]",69.86.4.86,Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; rv:11.0) like Gecko,$ .17,0,United States,New York
18,29/01/15 11:20,"[""Free Torrent"",""Utorrent"",""torrent""]",76.115.68.76,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0),$ .17,0,United States,Battle Ground
1,29/01/15 11:20,"[""new homepage"",""google"",""news google""]",74.142.232.207,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2288.6 Safari/537.36",$ .17,0,United States,Prospect
1,29/01/15 11:20,"[""macy gifts"",""wrangler egift card"",""send gifts""]",223.102.252.23,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.93 Safari/537.36",$ .52,0,China,Shenyang
44,29/01/15 11:20,"[""Trans Doc""]",80.45.211.30,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; .NET4.0C; InfoPath.2),$ .17,0,United Kingdom,Raynes Park
1,29/01/15 11:20,"[""caribbean cruises"",""carnival line cruise"",""carnival cruises official site""]",249.2.148.245,Mozilla/5.0 (Windows NT 5.1; rv:35.0) Gecko/20100101 Firefox/35.0,$ .25,0,Unknown,Unknown
1,29/01/15 11:20,"[""sprint wireless"",""sprint"",""sprint wireless phones"",""cell phone"",""smartphone"",""phones review""]",60.31.33.238,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_2) AppleWebKit/600.3.18 (KHTML, like Gecko) Version/8.0.3 Safari/600.3.18",$ 2.78,0,China,Baotou
18,29/01/15 11:20,"[""Player 4k""]",80.138.146.146,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.93 Safari/537.36",$ .17,0,Germany,Warburg
1,29/01/15 11:20,"[""disk""]",19.71.101.179,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; InfoPath.2; .NET4.0C; .NET4.0E; EzRun1.0.0.3),$ .17,0,United States,Dearborn
1,29/01/15 11:20,"[""A Bizarre Club""]",91.190.177.184,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.146 Safari/537.36",$ .17,0,Russian Federation,Pyatigorsk
1,29/01/15 11:20,"[""pediatric job"",""Craigslist ORG"",""F Craigslist""]",226.154.249.197,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.94 Safari/537.36",$ .22,0,Unknown,Unknown
1,29/01/15 11:20,"[""performance parts"",""auto body parts"",""volvo parts""]",204.215.228.106,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; SLCC1; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; .NET4.0C; .NET4.0E; 360SE),$ .17,0,United States,Unknown
1,29/01/15 11:20,"[""computer speed test free"",""pc speed test"",""test computer speed"",""test my pc speed""]",76.243.244.120,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.94 Safari/537.36",$ .17,0,United States,Unknown
18,29/01/15 11:20,"[""search"",""goolg"",""k google""]",13.244.140.183,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.94 Safari/537.36",$ .17,0,United States,Norwalk
1,29/01/15 11:20,"[""jcpennies"",""swimwear"",""macy inc""]",248.128.200.188,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:34.0) Gecko/20100101 Firefox/34.0,$ .51,0,Unknown,Unknown
1,29/01/15 11:20,"[""Crackberry""]",186.225.253.251,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.93 Safari/537.36",$ .17,0,Brazil,Canelinha
1,29/01/15 11:20,"[""Free Minecraft""]",71.79.141.55,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.120 Safari/537.36",$ .17,0,United States,Cleveland
1,29/01/15 11:20,"[""deactivate"",""Facebook Com"",""Facebook Apps""]",91.119.133.90,Mozilla/5.0 (Windows NT 5.1; rv:36.0) Gecko/20100101 Firefox/36.0,$ .17,0,Austria,Vienna
1,29/01/15 11:21,"[""pediatric job"",""F Craigslist"",""classified new""]",248.174.88.250,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; Trident/6.0),$ .22,1,Unknown,Unknown
1,29/01/15 11:21,"[""sudoku gratis"",""Juegos"",""Juegos Con""]",80.30.97.186,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.93 Safari/537.36",$ .17,0,Spain,Albaida
1,29/01/15 11:21,"[""search"",""goolg"",""google ps""]",5.218.5.192,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0),$ .17,0,"Iran, Islamic Republic of",Unknown
1,29/01/15 11:21,"[""Hotel Blessing""]",216.114.34.152,Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; rv:11.0) like Gecko,$ .33,0,United States,Midlothian
1,29/01/15 11:21,"[""youtube brasil"",""youtube filme"",""youtube news"",""youtube to mp3"",""youtube world news""]",74.43.247.151,Mozilla/5.0 (Windows NT 5.1; rv:34.0) Gecko/20100101 Firefox/34.0,$ .17,0,United States,Athens
1,29/01/15 11:21,"[""new homepage"",""goolg"",""m google""]",186.225.174.58,Mozilla/5.0 (Windows NT 6.1; rv:35.0) Gecko/20100101 Firefox/35.0,$ .17,0,Brazil,Sao Paulo
1,29/01/15 11:21,"[""search"",""goolg"",""Gooble.es""]",11.105.248.227,Mozilla/5.0 (Windows NT 5.1; rv:35.0) Gecko/20100101 Firefox/35.0,$ .17,0,United States,Unknown
1,29/01/15 11:21,"[""Byethost""]",13.48.166.193,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.2; WOW64; Trident/7.0; .NET4.0E; .NET4.0C; .NET CLR 3.5.30729; .NET CLR 2.0.50727; .NET CLR 3.0.30729; Tablet PC 2.0),$ .17,0,United States,Norwalk
1,29/01/15 11:21,"[""Macys Store""]",222.112.49.170,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:35.0) Gecko/20100101 Firefox/35.0,$ .42,0,"Korea, Republic of",Seoul
1,29/01/15 11:21,"[""download teamviewer"",""teamviewer"",""teamviewer 7"",""teamviewer com"",""teamviewer download""]",186.227.207.1,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36",$ .17,0,Brazil,Unknown
1,29/01/15 11:21,"[""force download"",""youtuby"",""youtube org""]",18.52.241.247,Mozilla/5.0 (Windows NT 6.1; rv:18.0) Gecko/20100101 Firefox/18.0,$ .17,0,United States,Cambridge
29,29/01/15 11:21,"[""Facebook""]",84.0.104.217,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.93 Safari/537.36",$ .17,0,Hungary,Pécs
1,29/01/15 11:21,"[""meet girls"",""dating girls""]",13.138.105.46,Mozilla/5.0 (Windows NT 6.1; Trident/7.0; YJTH3; rv:11.0) like Gecko,$ .17,0,United States,Norwalk
1,29/01/15 11:21,"[""google mail"",""gmail"",""google com""]",95.98.7.143,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.94 Safari/537.36",$ .17,0,Netherlands,Zoetermeer
1,29/01/15 11:21,"[""game"",""online games"",""WAP Play""]",237.226.198.73,Mozilla/5.0 (Windows NT 6.1; rv:35.0) Gecko/20100101 Firefox/35.0,$ .17,0,Unknown,Unknown
1,29/01/15 11:21,"[""performance parts"",""auto body parts"",""merc parts""]",204.101.177.113,Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/4.0; SLCC1; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; .NET4.0C; .NET4.0E),$ .17,0,Canada,Edmonton
1,29/01/15 11:21,"[""Mega File""]",77.2.169.226,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/5.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; MASMJS; InfoPath.2; MASMJS),$ .17,0,Germany,Cleebronn
1,29/01/15 11:21,"[""facebook"",""faceboock"",""Kacebook.com""]",204.215.73.155,Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0,$ .17,0,United States,Hartford
1,29/01/15 11:21,"[""force download"",""youtuby"",""Listen on Repeat""]",74.85.6.154,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",$ .17,0,United States,San Jose
1,29/01/15 11:21,"[""Art"",""deviantart"",""art school""]",222.197.246.100,Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; Touch; MDDCJS; rv:11.0) like Gecko,$ .19,0,China,Lijiang
18,29/01/15 11:21,"[""disk""]",19.71.101.179,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; InfoPath.2; .NET4.0C; .NET4.0E; EzRun1.0.0.3),$ .17,0,United States,Dearborn
1,29/01/15 11:21,"[""costco""]",2.196.63.206,Mozilla/5.0 (Windows NT 6.1; Trident/7.0; rv:11.0) like Gecko,$ .19,0,Italy,Unknown
1,29/01/15 11:21,"[""google justfabulousshoes com"",""www google com""]",4.31.244.218,Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US; rv:1.9.2.12) Gecko/20101026 Firefox/3.6.12,$ .17,0,United States,Unknown
1,29/01/15 11:21,"[""goodwill auction"",""goodwill pick up furniture""]",222.133.178.43,Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; Touch; ASU2JS; rv:11.0) like Gecko,$ .18,0,China,Jinan
1,29/01/15 11:21,"[""stream tv shows"",""tv shows for free"",""watch free tv shows"",""watch online tv shows""",92.234.61.203,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.93 Safari/537.36",$ .20,0,United Kingdom,Hayes
1,29/01/15 11:22,"[""Cielo Private""]",80.30.61.10,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.72 Safari/537.36",$ .17,0,Spain,Madrid
1,29/01/15 11:22,"[""Naver.com""]",116.11.60.239,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/6.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; MASM; .NET4.0C; .NET4.0E),$ .17,0,China,Nanning
1,29/01/15 11:22,"[""deactivate"",""facebook"",""Face DE Book""]",76.72.121.99,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.93 Safari/537.36",$ .17,0,United States,Lafayette
1,29/01/15 11:22,"[""stream tv shows"",""tv shows for free"",""watch free tv shows"",""watch online tv shows""",92.234.61.203,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.93 Safari/537.36",$ .20,0,United Kingdom,Hayes
1,29/01/15 11:22,"[""Stem Scope"",""lucent lime"",""nuke web directory""]",81.186.118.182,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.93 Safari/537.36",$ .17,0,Greece,Lárisa
1,29/01/15 11:22,"[""Nyanko Seek""]",114.156.109.189,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0; BOIE9;JAJP),$ .17,0,Japan,Fukuoka
1,29/01/15 11:22,"[""pediatric job"",""Craigslist ORG"",""online job""]",173.21.46.117,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:35.0) Gecko/20100101 Firefox/35.0,$ .22,1,United States,Syracuse
1,29/01/15 11:22,"[""Ad Change""]",20.37.44.163,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.93 Safari/537.36",$ .17,0,United States,Unknown
1,29/01/15 11:22,"[""mp3"",""mp3 org""]",69.51.177.220,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.93 Safari/537.36",$ .17,0,United States,Hammond
1,29/01/15 11:22,"[""Naver""]",114.16.111.36,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.2; WOW64; Trident/6.0; .NET4.0E; .NET4.0C; .NET CLR 3.5.30729; .NET CLR 2.0.50727; .NET CLR 3.0.30729; MALEJS),$ .17,0,Japan,Suwa
1,29/01/15 11:22,"[""google""]",96.212.166.60,Mozilla/5.0 (Windows NT 6.1; rv:36.0) Gecko/20100101 Firefox/36.0,$ .17,0,United States,Unknown
1,29/01/15 11:22,"[""Byethost""]",13.48.199.126,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.2; WOW64; Trident/7.0; .NET4.0E; .NET4.0C; .NET CLR 3.5.30729; .NET CLR 2.0.50727; .NET CLR 3.0.30729; Tablet PC 2.0),$ .17,0,United States,Norwalk
1,29/01/15 11:22,"[""pediatric job"",""F Craigslist"",""online job""]",2.87.62.56,Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; Touch; rv:11.0) like Gecko,$ .22,1,Greece,Chalkída
1,29/01/15 11:22,"[""turbo tax""]",219.36.28.245,Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; MASMJS; rv:11.0) like Gecko,$ 2.26,0,Japan,Unknown
1,29/01/15 11:22,"[""Nyanko Seek""]",114.156.109.189,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0; BOIE9;JAJP),$ .17,0,Japan,Fukuoka
1,29/01/15 11:22,"[""Nyanko Seek""]",114.156.109.189,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0; BOIE9;JAJP),$ .17,0,Japan,Fukuoka
1,29/01/15 11:23,"[""SAV From""]",239.131.131.145,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.93 Safari/537.36",$ .17,0,Unknown,Unknown
18,29/01/15 11:23,"[""mp3"",""mp3 org""]",69.51.177.220,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.93 Safari/537.36",$ .17,0,United States,Hammond
1,29/01/15 11:23,"[""women clothing stores"",""uk clothing"",""macy clothing for""]",99.69.247.50,Mozilla/5.0 (Windows NT 6.1; rv:35.0) Gecko/20100101 Firefox/35.0,$ .77,0,United States,Columbia
1,29/01/15 11:23,"[""watch tv live"",""pinoy channel"",""ABS CBN GMA TV""]",208.40.211.190,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.93 Safari/537.36",$ .17,0,United States,Orland Park
1,29/01/15 11:23,"[""Data Blogger Page""]",71.231.202.233,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.91 Safari/537.36",$ .17,0,United States,Seattle
32,29/01/15 11:23,"[""google"",""goolg"",""google downs""]",69.88.123.184,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0),$ .17,0,United States,Unknown
18,29/01/15 11:23,"[""Byethost""]",13.48.199.126,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.2; WOW64; Trident/7.0; .NET4.0E; .NET4.0C; .NET CLR 3.5.30729; .NET CLR 2.0.50727; .NET CLR 3.0.30729; Tablet PC 2.0),$ .17,0,United States,Norwalk
1,29/01/15 11:23,"[""Byethost""]",189.191.248.166,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.2; .NET4.0C; .NET4.0E),$ .17,0,Mexico,Nicolás Romero
1,29/01/15 11:23,"[""Greek Heavens""]",74.139.32.214,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; AskTbMPC2/5.15.25.44892),$ .17,0,United States,Burlington
1,29/01/15 11:23,"[""facebook"",""faceboock"",""Faceb Book""]",204.214.177.154,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.120 Safari/537.36",$ .17,0,United States,Unknown
1,29/01/15 11:23,"[""performance parts"",""auto body parts"",""lighting parts""]",204.101.162.199,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; SLCC1; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; .NET4.0C; .NET4.0E),$ .17,0,Canada,Unknown
1,29/01/15 11:23,"[""how to make a blog"",""wordpress"",""Blog This""]",95.111.208.160,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_2) AppleWebKit/600.3.18 (KHTML, like Gecko) Version/8.0.3 Safari/600.3.18",$ .17,0,Ukraine,Unknown
1,29/01/15 11:23,"[""youtube"",""youtuby"",""youtube org""]",191.1.87.167,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:21.0) Gecko/20100101 Firefox/21.0,$ .17,0,Brazil,Unknown
1,29/01/15 11:23,"[""Lol Parse""]",95.175.149.128,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.93 Safari/537.36",$ .17,0,United Kingdom,Slough
1,29/01/15 11:23,"[""Curso Arab""]",85.182.182.116,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.93 Safari/537.36",$ .17,0,Germany,Potsdam
26,29/01/15 11:23,"[""security solutions"",""mobile solutions"",""financial solutions""]",96.217.187.196,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; BTRS111194; InfoPath.2),$ .17,0,United States,Unknown
1,29/01/15 11:23,"[""Addons Chrome""]",84.105.3.138,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/38.0.2125.111 Safari/537.36",$ .17,0,Netherlands,Zeist
1,29/01/15 11:23,"[""Free Minecraft""]",6.56.163.79,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.93 Safari/537.36",$ .17,0,United States,Fort Huachuca
1,29/01/15 11:23,"[""Shukr Aware""]",83.204.127.15,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; BTRS86512; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; MASA; BRI/1; .NET4.0C; .NET4.0E; InfoPath.3),$ .17,0,France,La Chaize-le-vicomte
1,29/01/15 11:23,"[""Pixect""]",6.92.229.71,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.94 Safari/537.36",$ .17,0,United States,Fort Huachuca
1,29/01/15 11:23,"[""google"",""goolg"",""or google""]",76.79.252.78,Mozilla/5.0 (Windows NT 5.1; rv:35.0) Gecko/20100101 Firefox/35.0,$ .17,0,United States,Newport Beach
1,29/01/15 11:23,"[""pediatric job"",""Craigslist ORG"",""online job""]",200.65.32.99,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.91 Safari/537.36",$ .22,1,Mexico,Unknown
1,29/01/15 11:23,"[""pediatric job"",""Craigslist ORG"",""classifieds""]",173.21.46.117,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:35.0) Gecko/20100101 Firefox/35.0,$ .22,1,United States,Syracuse
1,29/01/15 11:23,"[""search"",""goolg"",""goole""]",80.173.240.54,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.2; Win64; x64; Trident/6.0; MANMJS),$ .17,0,Spain,Castellón
1,29/01/15 11:23,"[""Celery Jeans""]",92.105.0.206,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:21.0) Gecko/20100101 Firefox/21.0,$ .18,0,Switzerland,Gryon
29,29/01/15 11:23,"[""Pee B Gone""]",13.101.222.1,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; .NET CLR 2.0.50727),$ .17,0,United States,Redmond
1,29/01/15 11:23,"[""youtube brasil"",""youtube filme"",""youtube news"",""youtube to mp3"",""youtube world news""]",13.244.180.7,Mozilla/5.0 (Windows NT 5.1; rv:24.0) Gecko/20100101 Firefox/24.0,$ .17,0,United States,Norwalk
18,29/01/15 11:23,"[""file hippo"",""Filehippo"",""d filehippo""]",208.39.63.0,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; .NET4.0C; .NET4.0E; .NET CLR 1.1.4322),$ .17,0,United States,Unknown
18,29/01/15 11:23,"[""Lol Parse""]",95.175.149.128,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.93 Safari/537.36",$ .17,0,United Kingdom,Slough
18,29/01/15 11:23,"[""security solutions"",""mobile solutions"",""financial solutions""]",96.217.187.196,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; BTRS111194; InfoPath.2),$ .17,0,United States,Unknown
27,29/01/15 11:23,"[""watch movies online"",""online movies"",""movies online"",""full movies online""]",200.79.33.103,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_1) AppleWebKit/600.2.5 (KHTML, like Gecko) Version/8.0.2 Safari/600.2.5",$ .21,0,Mexico,Unknown
1,29/01/15 11:24,"[""pediatric job"",""Craigslist ORG"",""classified new""]",223.55.54.108,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.2; Win64; x64; Trident/6.0; ASU2JS),$ .22,1,"Korea, Republic of",Pyongtaek
1,29/01/15 11:24,"[""movies"",""buy movie tickets"",""movie""]",225.223.239.195,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,$ .17,0,Unknown,Unknown
1,29/01/15 11:24,"[""search"",""goolg"",""k google""]",33.149.185.73,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.99 Safari/537.36",$ .17,0,United States,Unknown
1,29/01/15 11:24,"[""133""]",6.110.246.209,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.57 Safari/537.36",$ .17,0,United States,Fort Huachuca
32,29/01/15 11:24,"[""Byethost""]",13.48.204.20,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.2; WOW64; Trident/7.0; .NET4.0E; .NET4.0C; MANMJS),$ .17,0,United States,Norwalk
1,29/01/15 11:24,"[""motherless""]",85.70.139.11,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.93 Safari/537.36",$ .17,0,Czech Republic,Prague
1,29/01/15 11:24,"[""satellite maps"",""map google"",""goolg""]",18.254.249.32,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.94 Safari/537.36",$ .17,0,United States,Unknown
1,29/01/15 11:24,"[""gmail"",""gamail"",""google mail""]",191.223.114.86,Mozilla/5.0 (Windows NT 6.1; rv:35.0) Gecko/20100101 Firefox/35.0,$ .17,0,Brazil,Porto Alegre
1,29/01/15 11:24,"[""pediatric job"",""Craigslist ORG"",""F Craigslist""]",2.231.28.35,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:35.0) Gecko/20100101 Firefox/35.0,$ .22,1,Italy,Follonica
32,29/01/15 11:24,"[""youtube brasil"",""youtube filme"",""youtube news"",""youtube to mp3"",""youtube world news""]",6.97.65.34,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.99 Safari/537.36",$ .17,0,United States,Fort Huachuca
32,29/01/15 11:24,"[""blog"",""google"",""googeo""]",12.113.253.14,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1) ; .NET4.0C; .NET4.0E),$ .17,0,United States,Unknown
1,29/01/15 11:24,"[""pediatric job"",""Craigslist ORG"",""best job""]",1.117.61.151,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.2; WOW64; Trident/6.0),$ .22,1,China,Beijing
1,29/01/15 11:24,"[""So Net Tic Cinema""]",187.249.223.168,Mozilla/5.0 (Windows NT 5.1; rv:35.0) Gecko/20100101 Firefox/35.0,$ .17,0,Mexico,Mexico
1,29/01/15 11:24,"[""hotel information"",""hotel com"",""cheap hotels""]",251.62.107.233,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,$ .25,0,Unknown,Unknown
18,29/01/15 11:24,"[""Byethost""]",13.48.199.126,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.2; WOW64; Trident/7.0; .NET4.0E; .NET4.0C; .NET CLR 3.5.30729; .NET CLR 2.0.50727; .NET CLR 3.0.30729; Tablet PC 2.0),$ .17,0,United States,Norwalk
1,29/01/15 11:24,"[""Simulador Brazil""]",71.216.107.38,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.94 Safari/537.36",$ .17,0,United States,Phoenix
32,29/01/15 11:24,"[""Accurate Download""]",71.163.64.247,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.146 Safari/537.36",$ .17,0,United States,Washington
